block,lot,qualifier,prop_class,prop_loc,net_value,land_val,impr_val,last_sale,deed_date,yr_built
175,45,,2,111 20TH ST,426100,112200,313900,515000,2019-11-11,1910
175,46,,2,395 MOUNTAIN RD,567400,262000,305400,145000,1994-09-22,1910
175,47,,2,393 MOUNTAIN RD,471900,295200,176700,1,1994-04-25,1873
175,48,,2,391 MOUNTAIN RD,347900,240900,107000,177000,2020-10-23,1883
175,49,,2,389 MOUNTAIN RD,415300,267600,147700,123000,1999-09-15,1893
175,50,,2,387 MOUNTAIN RD,424200,273600,150600,262500,2003-10-31,1893
175,51,,2,385 MOUNTAIN RD,832800,277500,555300,0,,2005
175,52,,4C,381-83 MOUNTAIN RD,1121600,360000,761600,600000,2012-04-04,1910
175,54.01,,2,114 19TH ST,513700,244400,269300,10,2023-02-24,1920
194,14,C0101,4A,404 32ND ST,487900,302500,185400,80000,1997-07-30,1890
194,14,C0201,2,404 32ND ST,195600,105700,89900,1,2009-12-09,1890
194,14,C0202,2,404 32ND ST,237200,131200,106000,1,2004-07-01,1890
194,14,C0203,2,404 32ND ST,217300,119100,98200,1,2020-07-15,1890
194,14,C0204,2,404 32ND ST,166600,87500,79100,40000,2021-08-05,1890
194,14,C0301,2,404 32ND ST,195600,105700,89900,1,2013-10-31,1890
194,14,C0302,2,404 32ND ST,237200,131200,106000,63000,2005-05-10,1890
194,14,C0303,2,404 32ND ST,198900,119100,79800,155000,2023-01-12,1890
208,7,,4A,136 34TH ST,770700,480000,290700,404550,2015-03-19,1913
208,10,,4C,132 34THST,715900,480000,235900,333450,2015-03-19,1913
208,11,,2,130 34TH ST,503900,276800,227100,190350,2015-03-19,1883
208,12,,2,128 34TH ST,504200,276800,227400,253000,2017-04-05,1883
208,13,,2,124 34TH ST,636000,410000,226000,309600,2015-03-19,1898
208,15,,2,122 34TH ST,648500,298900,349600,333450,2015-03-19,1908
208,16,,2,120 34TH ST,677000,356700,320300,301000,2017-04-05,1908
208,17,,2,116 34TH ST,717700,356700,361000,267000,2017-04-05,1908
208,18,,4C,114 34TH ST,569700,300000,269700,175000,2017-04-05,1913
208,19,,2,112 34TH ST,578100,247200,330900,610000,2024-06-14,1916
208,20,,2,110 34TH ST,500700,258300,242400,525000,2024-09-13,1878
208,21,,4C,108 34TH ST,952000,480000,472000,650000,2012-06-18,1903
208,22,,4A,3401 PARK AVE,2600700,840000,1760700,1250000,2011-06-03,0
208,24,,4A,3405 PARK AVE,675500,396900,278600,10,2024-03-05,0
208,26,,2,3408 HUDSON AVE,982400,287000,695400,0,2003-05-04,1908
208,27,,2,3412 HUDSON AVE,731400,287000,444400,800000,2023-10-25,1923
208,28,,2,145 35TH ST,646000,276800,369200,100000,2024-02-15,1898
208,29,,2,143 35TH ST,758700,276800,481900,75000,1996-12-24,1913
208,30,,2,141 35TH ST,601800,276800,325000,0,,1893
208,31,,2,139 35TH ST,538300,307500,230800,0,,1873
208,32,,2,137 35TH ST,436000,307500,128500,0,,1913
208,33,,4B,131 35TH ST,1015500,609400,406100,375000,2003-01-31,1943
208,36,,2,129 35TH ST,708400,276800,431600,340000,2003-01-17,1903
208,37,,2,127 35TH ST,712200,276800,435400,350000,2014-08-19,1903
208,38,,2,125 35TH ST,704600,276800,427800,100000,2018-02-06,1903
208,39,,2,123 35TH ST,626900,276800,350100,0,,1913
208,40,,2,121 35TH ST,748000,319800,428200,350000,2006-10-31,1903
208,41,,2,119 35TH ST,737900,287800,450100,0,1992-04-30,1903
208,42,,2,117 35TH ST,744800,276800,468000,0,,1903
208,43,,2,115 35TH ST,894900,276800,618100,400000,2015-02-05,1903
208,44,,4B,113 35TH ST,289300,175000,114300,750000,2023-02-23,0
208,45,,4B,111 35TH ST,421900,255000,166900,750000,2023-02-23,0
208,47,,4A,3411-15 PARK AVE,634500,390000,244500,1300000,2023-05-02,1953
208,50,,4A,3417 PARK AVE,1010500,325000,685500,1100000,2016-08-18,1910
209,1,,4A,3500 BERGENLINE AVE,735000,540000,195000,1,2019-02-01,0
209,2,,4A,3504 BERGENLINE AVE,558300,342000,216300,850000,2015-02-26,0
209,3,,4A,3506 BERGENLINE AVE,651500,360000,291500,850000,2015-02-26,0
209,4,,4A,3508 BERGENLINE AVE,595700,396000,199700,10,2019-12-19,0
225,10,,4A,410 38TH ST,650400,375000,275400,600000,2017-02-19,0
225,11,,4A,400 38TH ST,9707500,1500000,8207500,3930000,2017-02-19,1917
225,16,,4A,3808 BERGENLINE AVE,1264300,432000,832300,1,2014-08-28,1910
225,17,,4A,3810-12 BERGENLINE AVE,1095400,684000,411400,0,2000-01-18,1920
225,18,,4A,3814 BERGENLINE AVE,3340900,666000,2674900,0,,1928
225,19,,4A,417 39TH ST,449400,312500,136900,1,2013-07-19,1910
225,20,,4A,415 39TH ST,471500,312500,159000,10,2002-03-13,1910
225,21,,4A,403 39TH ST,9224200,2187500,7036700,6840000,2017-02-27,1953
226,1,,4A,3800 NEW YORK AVE,1249500,816000,433500,1,2006-08-31,1908
226,2,,4A,3806 NEW YORK AVE,420000,320000,100000,100000,1995-01-16,1910
226,3,,4A,322 38TH ST,675100,312500,362600,1,2015-06-02,1910
226,4,,4A,320 38TH ST,466500,312500,154000,380000,2020-10-15,1928
226,5,C0201,2,318 38TH ST,332700,134300,198400,340000,2021-06-30,1993
226,5,C0202,2,318 38TH ST,333500,134600,198900,161000,2005-02-09,1993
226,5,C0203,2,318 38TH ST,272000,105800,166200,113000,2012-12-06,1993
226,5,C0204,2,318 38TH ST,271100,105800,165300,155000,2005-06-03,1993
226,5,C0205,2,318 38TH ST,272000,105800,166200,162000,2019-05-11,1993
226,5,C0206,2,318 38TH ST,271100,105800,165300,120000,2009-08-31,1993
226,5,C0207,2,318 38TH ST,323800,130200,193600,300000,2019-10-29,1993
226,5,C0208,2,318 38TH ST,343200,139200,204000,76900,1994-02-17,1993
226,5,C0301,2,318 38TH ST,332700,134300,198400,185000,2005-01-25,1993
226,5,C0302,2,318 38TH ST,318200,134600,183600,74900,1994-10-26,1993
226,5,C0303,2,318 38TH ST,265300,105800,159500,59900,1994-10-20,1993
226,5,C0304,2,318 38TH ST,271100,105800,165300,10,1995-11-09,1993
226,5,C0305,2,318 38TH ST,271100,105800,165300,200000,2018-11-30,1993
226,5,C0306,2,318 38TH ST,272100,105800,166300,268000,2022-11-21,1993
226,5,C0307,2,318 38TH ST,323800,130200,193600,69900,1994-10-20,1993
226,5,C0308,2,318 38TH ST,331100,139200,191900,1,2004-05-19,1993
226,5,C0401,2,318 38TH ST,332700,134300,198400,315000,2020-08-19,1993
226,5,C0402,2,318 38TH ST,476000,185700,290300,0,,1993
226,5,C0403,2,318 38TH ST,261300,105800,155500,59900,1994-12-07,1993
226,5,C0405,2,318 38TH ST,271100,105800,165300,270000,2023-12-20,1993
226,5,C0406,2,318 38TH ST,357600,152100,205500,79000,1993-12-21,1993
226,5,C0407,2,318 38TH ST,323800,130200,193600,199000,2016-08-16,1993
226,5,C0408,2,318 38TH ST,343200,139200,204000,295000,2024-07-25,1993
226,11,,4A,3801 PALISADE AVE,1083100,390000,693100,565000,2004-03-18,1910
226,12,,2,3803 PALISADE AVE,606400,269400,337000,561000,2020-09-02,1910
226,13,,2,3805 PALISADE AVE,760900,265700,495200,220000,2024-05-22,1910
226,14,,4C,3807 PALISADE AVE,1391100,720000,671100,1,1999-02-16,1910
226,15,,4C,3810-20 NEW YORK AVE,1373600,390000,983600,10,2015-06-30,1983
248,20,,4B,4213 PARK AVE,664100,325000,339100,320000,2009-04-07,1908
248,21,,4A,137 43RD STREET,533300,312500,220800,1,2021-03-02,1900
248,22,,2,133-135 43RD ST,802500,410000,392500,500000,2019-04-26,1700
248,24,,4C,131 43RD ST,545500,360000,185500,520000,2022-03-07,1913
248,25,,4C,125 43RD STREET,11417000,2250000,9167000,0,,0
248,27,,4A,123 43RD ST,1581100,360000,1221100,10,2024-10-08,2010
248,28,,4C,121 43RD ST,964100,360000,604100,230000,1999-04-05,1908
248,29,,2,119 43RD ST,742400,276800,465600,49666,2004-10-10,1898
248,30,,4C,117 43RD ST,1359100,540000,819100,1,2017-05-02,1913
248,31,,2,115 43RD ST,473000,276800,196200,575000,2021-05-21,1700
248,32,,2,113 43RD ST,750700,280400,470300,480000,2005-04-12,1900
248,35.01,,4A,4215 PARK AVE,782000,312000,470000,625000,2018-12-07,1903
9,33,C0408,2,200 PATERSON PLK RD,631000,196300,434700,465000,2021-11-05,1991
9,33,C0409,2,200 PATERSON PLK RD,382400,122500,259900,390000,2023-02-28,1991
9,33,C0501,2,200 PATERSON PLK RD,532600,183700,348900,1,2017-07-06,1991
9,33,C0502,2,200 PATERSON PLK RD,1032500,349700,682800,1,2017-07-06,1991
9,33,C0503,2,200 PATERSON PLK RD,963600,308300,655300,444000,2019-05-22,1991
9,33,C0504,2,200 PATERSON PLK RD,742700,231100,511600,522500,2004-08-26,1991
9,40,,2,518 2ND ST,709000,307500,401500,74471,1996-06-30,1975
9,41,,2,516 2ND ST,793400,307500,485900,1,2019-06-20,1975
9,42,,2,514 2ND ST,768800,269400,499400,900000,2021-11-04,1898
9,43,C0101,2,512 2ND ST,393800,140000,253800,350000,2022-06-08,2007
9,43,C0201,2,512 2ND ST,389500,138900,250600,308000,2020-06-11,2007
9,43,C0202,2,512 2ND ST,399400,145600,253800,380000,2022-06-17,2007
9,43,C0301,2,512 2ND ST,385000,138900,246100,330000,2021-01-19,2007
9,43,C0302,2,512 2ND ST,399400,145600,253800,385000,2023-03-14,2007
9,43,C0401,2,512 2ND ST,385000,138900,246100,425000,2022-04-25,2007
9,43,C0402,2,512 2ND ST,511600,253100,258500,1,2020-06-24,2007
9,44,C0001,2,510 2ND ST,576300,209800,366500,571000,2021-11-12,2010
9,44,C0002,2,510 2ND ST,579900,209800,370100,430000,2017-07-20,2010
9,44,C0003,2,510 2ND ST,583100,209800,373300,543000,2020-10-26,2010
10,1,,4A,301 WEST ST,1449000,1300000,149000,335000,1993-07-16,0
10,5,,2,608 3RD ST,1160500,307500,853000,1,2018-04-24,2005
10,6.01,,2,610 3RD ST,912700,295200,617500,1,2019-09-10,2005
10,7.01,,2,612 3RD ST,912800,295200,617600,635000,2007-05-22,2005
10,8,,4C,614 3RD ST,1086200,360000,726200,940000,2022-07-21,1913
10,9,,4A,300 PATERSON PLANK RD,900000,299000,601000,490000,2015-06-09,1913
10,10,,4A,615 4TH ST,844700,425500,419200,625000,2018-06-14,1972
10,12,,4C,613 4TH ST,723100,420000,303100,1,2023-03-09,1913
10,13,,4C,611 4TH ST,675500,420000,255500,615000,2017-12-27,1913
10,14,,4C,609 4TH ST,857000,540000,317000,645000,2019-01-07,1913
10,15,,4A,309-15 WEST ST,2269100,1300000,969100,335000,1993-07-16,1913
10,19,,2,619 4TH ST,558900,251200,307700,0,,1913
10,20,,2,621 4TH ST,643800,404700,239100,240000,2013-12-08,1913
10,21,,4A,316 PATERSON PLK RD,1500000,600000,900000,245000,2000-07-17,1913
10,22,C0101,2,310 PATERSON PLANK RD,339900,232100,107800,60000,2000-12-13,1910
10,22,C0201,2,310 PATERSON PLK RD,183800,122700,61100,22000,1999-09-07,1910
10,22,C0202,2,310 PATERSON PLANK RD,183800,122700,61100,0,2000-09-25,1910
10,22,C0301,2,310 PATERSON PLANK RD,192000,122700,69300,70000,2003-07-23,1910
10,22,C0302,2,310 PATERSON PLK RD,192000,122700,69300,22500,1998-12-15,1910
10,22,C0401,2,310 PATERSON PLANK RD,183800,122700,61100,0,1998-06-01,1910
10,22,C0402,2,310 PATERSON PLANK RD,185900,122700,63200,10000,1995-09-12,1910
127,10,,4C,415 24TH ST,924000,300000,624000,0,,1932
127,11,,2,413 24TH ST,634200,267800,366400,293500,2002-10-08,1903
202,5,C0710,2,3312 HUDSON AVE,487400,102700,384700,43820,2024-05-24,2009
202,5,C0711,2,3312 HUDSON AVE,463200,96600,366600,443000,2018-09-12,2009
202,5,C0712,2,3312 HUDSON AVE,358100,77000,281100,297500,2017-11-30,2009
202,5,C0714,2,3312 HUDSON AVE,350800,75500,275300,305000,2008-12-30,2009
202,5,C0801,2,3312 HUDSON AVE,539000,113300,425700,384900,2016-08-12,2009
202,5,C0802,2,3312 HUDSON AVE,574200,110200,464000,394000,2016-03-31,2009
202,5,C0803,2,3312 HUDSON AVE,716700,134400,582300,470000,2015-04-15,2009
202,5,C0804,2,3312 HUDSON AVE,477000,89100,387900,380000,2008-12-29,2009
202,5,C0805,2,3312 HUDSON AVE,477000,89100,387900,395000,2017-12-07,2009
202,5,C0806,2,3312 HUDSON AVE,477000,89100,387900,410000,2019-06-13,2009
202,5,C0807,2,3312 HUDSON AVE,463500,86100,377400,415000,2019-10-03,2009
202,5,C0808,2,3312 HUDSON AVE,417400,80000,337400,380000,2019-01-19,2009
202,5,C0809,2,3312 HUDSON AVE,535800,99700,436100,425000,2014-12-30,2009
202,5,C0810,2,3312 HUDSON AVE,492400,102700,389700,485000,2018-04-19,2009
202,5,C0811,2,3312 HUDSON AVE,467900,96600,371300,440000,2017-08-21,2009
202,5,C0812,2,3312 HUDSON AVE,357200,77000,280200,354000,2022-05-03,2009
202,5,C0814,2,3312 HUDSON AVE,349900,75500,274400,331000,2021-03-15,2009
202,5,C0901,2,3312 HUDSON AVE,551000,113300,437700,395000,2010-05-05,2009
202,5,C0902,2,3312 HUDSON AVE,572300,110200,462100,409000,2010-03-20,2009
202,5,C0903,2,3312 HUDSON AVE,723600,134400,589200,489000,2009-08-14,2009
202,5,C0904,2,3312 HUDSON AVE,481600,89100,392500,330000,2016-08-09,2009
202,5,C0905,2,3312 HUDSON AVE,472300,89100,383200,425000,2009-01-16,2009
202,5,C0906,2,3312 HUDSON AVE,475400,89100,386300,429000,2021-09-28,2009
202,5,C0907,2,3312 HUDSON AVE,461900,86100,375800,425000,2008-12-29,2009
202,5,C0908,2,3312 HUDSON AVE,421400,80000,341400,440000,2024-01-05,2009
202,5,C0909,2,3312 HUDSON AVE,534000,99700,434300,1,2010-08-25,2009
202,5,C0910,2,3312 HUDSON AVE,490700,102700,388000,365000,2016-02-01,2009
202,5,C0911,2,3312 HUDSON AVE,472300,96600,375700,375000,2017-02-27,2009
202,5,C0912,2,3312 HUDSON AVE,360500,77000,283500,358000,2021-08-07,2009
202,5,C0914,2,3312 HUDSON AVE,357600,75500,282100,330000,2017-08-22,2009
202,5,C1001,2,3312 HUDSON AVE,549500,113300,436200,525000,2023-07-07,2009
202,5,C1002,2,3312 HUDSON AVE,578100,110200,467900,100,2016-03-25,2009
202,5,C1003,2,3312 HUDSON AVE,731000,134400,596600,1,2021-04-28,2009
217,23,C0202,2,3605 PARK AVE,178300,85500,92800,185000,2021-06-30,1967
217,23,C0203,2,3605 PARK AVE,310800,159800,151000,290000,2019-10-29,1967
217,23,C0301,2,3605 PARK AVE,337700,175500,162200,110000,2016-04-18,1967
217,23,C0302,2,3605 PARK AVE,178300,85500,92800,189500,2019-02-14,1967
217,23,C0303,2,3605 PARK AVE,310800,159800,151000,305000,2019-08-03,1967
217,24,C0101,2,3607 PARK AVE,225900,81200,144700,107700,2017-12-12,2006
217,24,C0102,4A,3607 PARK AVE #C,282700,213200,69500,285000,2024-07-29,2006
217,24,C0201,2,3607 PARK AVE #201,270700,101500,169200,203000,2015-11-06,2006
217,24,C0202,2,3607 PARK AVE,285700,111700,174000,260000,2021-06-21,2006
217,24,C0203,2,3607 PARK AVE #203,359000,142100,216900,348000,2022-04-28,2006
217,24,C0301,2,3607 PARK AVE,531000,223300,307700,354000,2018-09-24,2006
217,24,C0302,2,3607 PARK AVE,359000,142100,216900,220000,2018-08-15,2006
217,25,,2,3610 HUDSON AVE,730600,276800,453800,910000,2024-07-11,1700
217,26,,2,149 37TH ST,610600,267500,343100,579000,2019-10-28,1918
217,27,,2,147 37TH ST,516700,240800,275900,286000,2017-08-30,1893
217,28,,2,145 37TH ST,576500,240800,335700,225000,2003-01-21,1898
217,29,,2,143 37TH ST,402200,271200,131000,82000,1991-07-22,1873
217,30,,2,141 37TH ST,545400,264000,281400,430000,2019-05-13,1898
217,31,,2,139 37TH ST,856200,293300,562900,1,2020-01-31,2006
217,32,,2,137 37TH ST,575900,271200,304700,77199,2016-05-20,1898
217,33,,2,135 37TH ST,886600,301400,585200,240000,2005-01-14,2006
217,34,,2,133 37TH ST,543800,271200,272600,505000,2021-12-07,1898
217,35,,2,131 37TH ST,608100,301400,306700,1,2008-10-18,1770
217,36.01,,4C,115-129 37TH ST,24571700,5760000,18811700,1700000,2012-07-12,2018
217,46,,4A,3611-3623 PARK AVE,6357400,1260000,5097400,100,2022-11-17,2015
218,1,,4A,3600 KENNEDY BLVD,2286000,1545000,741000,750000,2004-09-15,2022
218,2,,2,560 36TH ST,438600,224400,214200,110000,1994-12-20,1903
218,3,,2,558 36TH ST,405800,224400,181400,10,2021-07-16,1888
218,4,,2,556 36TH ST,486000,231000,255000,535000,2023-12-02,1908
218,5,,2,554 36TH ST,783000,241000,542000,565000,2018-05-22,1903
218,6,,2,552 36TH ST,603000,315700,287300,1,2012-08-14,1903
218,7,,2,548 36TH ST,538700,315700,223000,540000,2022-01-14,1903
218,9,,2,544-546 36TH ST,685900,360000,325900,0,,1900
218,11,,2,542 36TH ST,396800,267800,129000,153000,2002-02-15,1898
218,12,,2,540 36TH ST,606000,267800,338200,360000,2017-08-28,1898
218,13,,2,538 36TH ST,563300,241000,322300,140000,2012-07-27,1898
218,14,,2,536 36TH ST,557500,241000,316500,1,2008-12-10,1903
238,7,,2,124 40TH ST,640100,276800,363300,290000,2015-06-09,1900
238,10,,2,118 40TH ST,824800,276800,548000,255000,2001-06-14,1900
238,11,,2,116 40TH ST,783000,276800,506200,630000,2021-07-12,1900
238,12,,2,114 40TH ST,694000,276800,417200,350000,2010-12-03,1900
238,13,,2,112 40TH ST,719900,276800,443100,212000,1999-06-30,1700
238,14,,2,110 40TH ST,641400,307500,333900,160000,2013-10-28,1900
238,15,,2,108 40TH ST,628400,276800,351600,445000,2005-11-02,1898
238,16,,2,106 40TH ST,594600,222500,372100,705000,2024-01-30,1900
238,17,,2,104A 40TH ST,539800,222500,317300,375000,2017-08-07,1900
238,18,,2,104 40TH ST,594200,222500,371700,440000,2020-10-13,1900
238,19,,2,102A 40TH ST,460400,222500,237900,189123,2015-02-03,1900
238,20,,2,102 40TH ST,472500,222500,250000,515000,2023-10-30,1900
238,21,,2,100 40TH ST,549000,258300,290700,150000,1986-10-03,1900
238,23,,2,137 41ST ST,803100,307500,495600,600000,2024-03-13,1900
238,24,,2,135 41ST ST,637400,307500,329900,1,2013-08-19,1990
238,25,,2,133 41ST ST,756800,307500,449300,1,2011-10-19,1966
238,26,,2,131 41ST ST,574500,307500,267000,347000,2015-08-20,1910
238,27,,4A,127 41ST ST,596100,500000,96100,90000,1997-08-21,0
238,29,,2,125 41ST ST,613500,276800,336700,89477,2016-01-08,1900
238,30,,2,123 41ST ST,483500,276800,206700,1,2024-10-03,1900
238,31,C0001,2,121 41ST ST,254400,134600,119800,387500,2017-11-17,1910
238,31,C0002,2,121 41ST ST,266500,140800,125700,387500,2017-11-14,1910
238,31,C0003,2,121 41ST ST,230100,98700,131400,387500,2017-11-17,1910
238,31,C0004,2,121 41ST ST,238700,107000,131700,387500,2017-11-14,1910
238,31,C0005,2,121 41ST ST,221900,98700,123200,387500,2017-11-17,1910
238,31,C0006,2,121 41ST ST,253800,110400,143400,320000,2024-11-14,1910
238,32,,2,119 41ST ST,638800,276800,362000,585000,2020-09-24,1900
238,33,,2,117 41ST ST,593400,276800,316600,490000,2018-11-13,1910
238,34,,2,115 41ST ST,709100,307500,401600,100,2017-02-27,1966
238,35,,2,113 41ST ST,745800,307500,438300,10000,2015-08-31,1966
239,1,,4B,4100 KENNEDY BLVD,990300,615000,375300,515000,2003-05-07,1930
239,3,,2,4104 KENNEDY BLVD,515000,283900,231100,1,2019-02-05,1930
239,4,,4A,4106 KENNEDY BLVD,1172100,360000,812100,242500,2021-05-03,1930
239,5,,2,548 41ST ST,485600,191600,294000,187000,2019-05-08,1900
239,6,,2,546 41ST ST,640100,267800,372300,175000,2012-02-03,1890
239,7,,2,544 41ST ST,581700,267800,313900,1,2014-12-19,1900
239,8,,2,542 41ST ST,664700,297500,367200,205000,2001-04-30,1700
239,9,,2,540 41ST ST,654200,267800,386400,410000,2016-01-20,1700
239,10,,2,538 41ST ST,714400,267800,446600,400000,2005-10-07,1890
239,11,,2,536 41ST ST,794900,297500,497400,0,,1900
253,33,C0205,2,4315 PARK AVE,401600,149800,251800,349995,2015-12-02,2006
253,33,C0206,2,4315 PARK AVE,409900,155500,254400,400000,2022-03-21,2006
253,33,C0304,2,4315 PARK AVE,396600,150900,245700,378000,2018-08-16,2006
253,33,C0305,2,4315 PARK AVE,398800,149800,249000,372500,2021-10-13,2006
253,33,C0306,2,4315 PARK AVE,406900,155500,251400,480000,2024-04-27,2006
253,33,C0307,2,4315 PARK AVE,313200,115200,198000,290000,2021-04-29,2006
253,33,C0308,2,4315 PARK AVE,417900,159000,258900,340000,2018-07-17,2006
253,33,C0309,2,4315 PARK AVE,406100,153200,252900,457000,2023-12-19,2006
253,33,C0310,2,4315 PARK AVE,288800,103700,185100,295000,2019-06-12,2006
253,33,C0311,2,4315 PARK AVE,293500,106000,187500,215000,2016-06-28,2006
253,33,C0401,2,4315 PARK AVE,397600,148600,249000,1,2021-10-19,2006
253,33,C0402,2,4315 PARK AVE,471500,182000,289500,338000,2013-12-20,2006
253,33,C0403,2,4315 PARK AVE,623100,208500,414600,485500,2020-08-09,2006
253,33,C0404,2,4315 PARK AVE,401400,150900,250500,370000,2006-10-20,2006
253,33,C0405,2,4315 PARK AVE,398800,149800,249000,295000,2006-12-29,2006
253,33,C0406,2,4315 PARK AVE,406900,155500,251400,395000,2006-09-19,2006
253,33,C0407,2,4315 PARK AVE,313200,115200,198000,1,2010-03-23,2006
253,33,C0408,2,4315 PARK AVE,423000,159000,264000,1,2007-05-29,2006
253,33,C0409,2,4315 PARK AVE,411100,153200,257900,379000,2019-07-31,2006
253,33,C0410,2,4315 PARK AVE,285200,103700,181500,285000,2022-08-09,2006
253,33,C0411,2,4315 PARK AVE,293500,106000,187500,282500,2020-10-20,2006
253,33,C0501,2,4315 PARK AVE,397600,148600,249000,370000,2020-12-04,2006
253,33,C0502,2,4315 PARK AVE,506700,182000,324700,430000,2018-06-22,2006
253,33,C0503,2,4315 PARK AVE,664500,208500,456000,430000,2017-09-16,2006
253,33,C0504,2,4315 PARK AVE,401400,150900,250500,375000,2021-11-08,2006
253,33,C0505,2,4315 PARK AVE,398800,149800,249000,232000,2014-01-10,2006
253,33,C0506,2,4315 PARK AVE,411900,155500,256400,380000,2008-02-06,2006
253,33,C0507,2,4315 PARK AVE,313200,115200,198000,1,2020-06-27,2006
253,33,C0508,2,4315 PARK AVE,417900,159000,258900,400000,2023-04-03,2006
253,33,C0509,2,4315 PARK AVE,411100,153200,257900,439000,2023-10-31,2006
253,33,C0510,2,4315 PARK AVE,285200,103700,181500,275000,2022-02-11,2006
253,33,C0511,2,4315 PARK AVE,293500,106000,187500,295000,2020-06-30,2006
253,33,C0601,2,4315 PARK AVE,392800,148600,244200,310000,2014-05-30,2006
253,33,C0602,2,4315 PARK AVE,551400,182000,369400,435000,2018-08-22,2006
253,33,C0603,2,4315 PARK AVE,728200,208500,519700,375000,2019-06-10,2006
265,40,,4A,4602 COTTAGE PL,965800,612500,353300,185000,1999-08-31,0
265,42,,2,4604 COTTAGE PL,786600,396000,390600,90000,1996-03-27,1700
265,44,,4C,509 47TH ST,3796600,1860000,1936600,3720000,2019-12-16,1929
266,1,,4A,4700 KENNEDY BLVD,1226500,975000,251500,0,,0
266,4,,2,4706 KENNEDY BLVD,576600,258800,317800,302000,2002-11-01,1900
266,5,,2,536 47TH ST,904800,297500,607300,950000,2023-09-29,2005
266,6,,2,534 47TH ST,684300,267800,416500,1,2021-12-13,1900
266,7,,2,532 47TH ST,495100,267800,227300,1,2023-03-01,1900
266,8,,2,530 47TH ST,673000,267800,405200,1,2021-04-01,1900
266,9,,4C,528 47TH ST,3061400,780000,2281400,3300000,2019-07-19,2017
266,14,,2,518 47TH ST,730400,297500,432900,1,2010-04-28,1900
266,16.01,C0001,2,514 47TH ST,184800,81900,102900,85000,2011-08-19,2009
266,16.01,C0002,2,514 47TH ST,589500,272800,316700,1,2016-08-24,2009
266,16.01,C0003,2,514 47TH ST,594000,275300,318700,360000,2016-06-17,2009
266,17.01,C0001,2,512 47TH ST,184800,81900,102900,135000,2015-01-15,2009
266,17.01,C0002,2,512 47TH ST,589500,272800,316700,1,2014-04-21,2009
266,17.01,C0003,2,512 47TH ST,594000,275300,318700,240000,2011-09-21,2009
266,20.01,,4A,4701-05 BERGENLINE AVE,2200000,630000,1570000,2667000,2017-03-01,1913
266,22.01,,4A,4707-11 BERGENLINE AVE,1634500,738000,896500,10,1997-12-30,0
266,24,,2,4708 KENNEDY BLVD,621900,289500,332400,1,1998-11-20,1900
266,25,,2,4710 KENNEDY BLVD,673800,283500,390300,460000,2020-07-21,1900
266,26,,2,4712 KENNEDY BLVD,719500,277500,442000,1,2021-07-21,1900
266,27,,2,4714 KENNEDY BLVD,628900,283500,345400,1,2002-06-11,1900
266,29,,2,535 48TH ST,649900,279600,370300,0,,1900
266,30,,2,533 48TH ST,682400,281100,401300,1,2002-01-24,1890
253,33,C0207,2,4315 PARK AVE,311900,115200,196700,330000,2023-02-27,2006
253,33,C0208,2,4315 PARK AVE,404700,150900,253800,1,2023-09-05,2006
253,33,C0209,2,4315 PARK AVE,411100,153200,257900,1,2022-10-25,2006
253,33,C0210,2,4315 PARK AVE,288800,103700,185100,315000,2007-05-17,2006
253,33,C0211,2,4315 PARK AVE,292500,106000,186500,330000,2022-03-18,2006
253,33,C0301,2,4315 PARK AVE,392800,148600,244200,365000,2006-10-06,2006
253,33,C0302,2,4315 PARK AVE,476900,182000,294900,440000,2007-05-17,2006
253,33,C0303,2,4315 PARK AVE,621900,208500,413400,488000,2018-05-21,2006
266,31,,2,531 48TH ST,745600,297500,448100,599000,2006-05-31,1900
266,32,,2,529 48TH ST,952200,400000,552200,430000,2019-09-18,1900
266,34,,2,527 48TH ST,534400,260600,273800,345000,2017-12-13,1900
266,35,,2,525A 48TH ST,472700,264700,208000,375000,2021-06-22,1900
266,36,,2,525- 48TH ST,428100,264700,163400,285000,2016-03-16,1900
266,37,,2,523 48TH ST,796500,297500,499000,480000,2008-02-27,1900
266,38,,2,521 48TH ST,669000,297500,371500,0,,1900
266,39,,4C,517 48TH ST,1039200,300000,739200,470000,2022-06-20,0
266,40,,2,515 48TH ST,628000,272900,355100,435000,2017-03-16,1900
266,41,,2,513 48TH ST,773900,297500,476400,100,2017-10-27,1910
197,44,C0001,2,133 33RD ST,212200,104200,108000,19000,1992-10-16,1966
197,44,C0002,2,133 33RD ST,216900,104200,112700,220000,2024-06-07,1966
197,44,C0003,2,133 33RD ST,225600,111900,113700,1,1997-08-28,1966
197,44,C0004,2,133 33RD ST,247400,111900,135500,87500,2004-01-19,1966
197,44,C0005,2,133 33RD ST,225600,111900,113700,1,2009-02-12,1966
197,44,C0006,2,133 33RD ST,225600,111900,113700,0,,1966
197,44,C0007,2,133 33RD ST,247400,111900,135500,63860,2001-04-03,1966
197,44,C0008,2,133 33RD ST,247400,111900,135500,221000,2023-10-01,1966
197,44,C0009,2,133 33RD ST,247400,111900,135500,0,,1966
197,44,C0010,2,133 33RD ST,225600,111900,113700,15500,1994-05-16,1966
197,44,C0011,2,133 33RD ST,212200,104200,108000,157000,2005-10-31,1966
197,44,C0012,2,133 33RD ST,212200,104200,108000,22000,1998-08-06,1966
