address,path_station,path_dist_mi,hblr_station,hblr_dist_mi,transit_station,transit_dist_mi
624 PARK AVE,Hoboken,0.734,Port Imperial,0.56,Port Imperial,0.56
625 JEFFERSON ST,Hoboken,0.902,Port Imperial,0.721,Port Imperial,0.721
625 MADISON ST,Hoboken,0.937,Port Imperial,0.767,Port Imperial,0.767
625 WILLOW AVE,Hoboken,0.743,Port Imperial,0.593,Port Imperial,0.593
626 GRAND ST,Hoboken,0.805,Port Imperial,0.693,Port Imperial,0.693
626 PARK AVE,Hoboken,0.734,Port Imperial,0.56,Port Imperial,0.56
628 GRAND ST,Hoboken,0.805,Port Imperial,0.692,Port Imperial,0.692
629 JEFFERSON ST,Hoboken,0.909,Port Imperial,0.714,Port Imperial,0.714
629 MADISON ST,Hoboken,0.942,Port Imperial,0.761,Port Imperial,0.761
63 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.753,Hoboken,0.726
63 MADISON ST,Hoboken,0.776,Pavonia/Newport,0.78,Hoboken,0.776
630 ADAMS ST,Hoboken,0.877,Port Imperial,0.689,Port Imperial,0.689
632 JEFFERSON ST,Hoboken,0.918,Port Imperial,0.725,Port Imperial,0.725
634 PARK AVE,Hoboken,0.734,Port Imperial,0.56,Port Imperial,0.56
635 6TH ST,Hoboken,1.007,Port Imperial,0.902,Port Imperial,0.902
635 GARDEN ST,Hoboken,0.677,Port Imperial,0.547,Port Imperial,0.547
635 MADISON ST,Hoboken,0.949,Port Imperial,0.753,Port Imperial,0.753
636 5TH ST,Hoboken,0.933,Port Imperial,0.922,Port Imperial,0.922
64 2ND ST,Hoboken,0.347,Pavonia/Newport,0.785,Hoboken,0.347
64 JEFFERSON ST,Hoboken,0.737,Pavonia/Newport,0.761,Hoboken,0.737
64 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.788,Hoboken,0.787
64 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.818,Pavonia/Newport,0.818
65 10TH ST,Hoboken,0.873,Port Imperial,0.239,Port Imperial,0.239
650 2ND ST,Hoboken,0.9,Pavonia/Newport,0.965,Hoboken,0.9
659 1ST ST,Hoboken,0.897,Pavonia/Newport,0.887,Pavonia/Newport,0.887
66 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.789,Hoboken,0.787
66 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.82,Pavonia/Newport,0.82
662 1ST ST,Hoboken,0.9,Pavonia/Newport,0.898,Pavonia/Newport,0.898
68 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.791,Hoboken,0.787
68 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.822,Pavonia/Newport,0.822
68 PARK AVE,Hoboken,0.488,Pavonia/Newport,0.646,Hoboken,0.488
69 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.759,Hoboken,0.726
70 ADAMS ST,Hoboken,0.687,Pavonia/Newport,0.746,Hoboken,0.687
70 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.793,Hoboken,0.787
70 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.824,Pavonia/Newport,0.824
70 PARK AVE,Hoboken,0.488,Pavonia/Newport,0.648,Hoboken,0.488
700 1ST ST,Hoboken,0.942,Pavonia/Newport,0.925,Pavonia/Newport,0.925
700 BLOOMFIELD ST,Hoboken,0.68,Port Imperial,0.503,Port Imperial,0.503
701 MONROE ST,Hoboken,0.999,Port Imperial,0.782,Port Imperial,0.782
701 PARK AVE,Hoboken,0.737,Port Imperial,0.54,Port Imperial,0.54
702 HUDSON ST,Hoboken,0.639,Port Imperial,0.468,Port Imperial,0.468
703 ADAMS ST,Hoboken,0.878,Port Imperial,0.659,Port Imperial,0.659
703 CLINTON ST,Hoboken,0.808,Port Imperial,0.596,Port Imperial,0.596
703 PARK AVE,Hoboken,0.74,Port Imperial,0.536,Port Imperial,0.536
704 BLOOMFIELD ST,Hoboken,0.689,Port Imperial,0.494,Port Imperial,0.494
704 CLINTON ST,Hoboken,0.82,Port Imperial,0.6,Port Imperial,0.6
704 MADISON ST,Hoboken,0.969,Port Imperial,0.751,Port Imperial,0.751
705 ADAMS ST,Hoboken,0.881,Port Imperial,0.655,Port Imperial,0.655
705 CLINTON ST,Hoboken,0.811,Port Imperial,0.592,Port Imperial,0.592
705 PARK AVE,Hoboken,0.744,Port Imperial,0.532,Port Imperial,0.532
706 GRAND ST,Hoboken,0.866,Port Imperial,0.634,Port Imperial,0.634
706 PARK AVE,Hoboken,0.757,Port Imperial,0.535,Port Imperial,0.535
706 WILLOW AVE,Hoboken,0.791,Port Imperial,0.561,Port Imperial,0.561
707 BLOOMFIELD ST,Hoboken,0.688,Port Imperial,0.485,Port Imperial,0.485
707 MONROE ST,Hoboken,1.001,Port Imperial,0.769,Port Imperial,0.769
708 GARDEN ST,Hoboken,0.729,Port Imperial,0.505,Port Imperial,0.505
708 GRAND ST,Hoboken,0.869,Port Imperial,0.631,Port Imperial,0.631
708 WILLOW AVE,Hoboken,0.796,Port Imperial,0.555,Port Imperial,0.555
709 ADAMS ST,Hoboken,0.888,Port Imperial,0.649,Port Imperial,0.649
709 MONROE ST,Hoboken,1.002,Port Imperial,0.779,Port Imperial,0.779
71 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.761,Hoboken,0.726
71 MADISON ST,Hoboken,0.776,Pavonia/Newport,0.787,Hoboken,0.776
711 1ST ST,Hoboken,0.945,Pavonia/Newport,0.919,Pavonia/Newport,0.919
711 CLINTON ST,Hoboken,0.821,Port Imperial,0.581,Port Imperial,0.581
711 WILLOW AVE,Hoboken,0.79,Port Imperial,0.545,Port Imperial,0.545
712 GRAND ST,Hoboken,0.877,Port Imperial,0.626,Port Imperial,0.626
712 WILLOW AVE,Hoboken,0.806,Port Imperial,0.545,Port Imperial,0.545
713 ADAMS ST,Hoboken,0.894,Port Imperial,0.643,Port Imperial,0.643
713 WILLOW AVE,Hoboken,0.793,Port Imperial,0.541,Port Imperial,0.541
715 GRAND ST,Hoboken,0.863,Port Imperial,0.607,Port Imperial,0.607
715 MONROE ST,Hoboken,1.021,Port Imperial,0.754,Port Imperial,0.754
715 WILLOW AVE,Hoboken,0.797,Port Imperial,0.532,Port Imperial,0.532
716 ADAMS ST,Hoboken,0.896,Port Imperial,0.668,Port Imperial,0.668
716 HUDSON ST,Hoboken,0.664,Port Imperial,0.442,Port Imperial,0.442
717 ADAMS ST,Hoboken,0.9,Port Imperial,0.636,Port Imperial,0.636
717 MADISON ST,Hoboken,0.965,Port Imperial,0.736,Port Imperial,0.736
717 WILLOW AVE,Hoboken,0.801,Port Imperial,0.527,Port Imperial,0.527
718 GRAND ST,Hoboken,0.883,Port Imperial,0.613,Port Imperial,0.613
718 JEFFERSON ST,Hoboken,0.935,Port Imperial,0.704,Port Imperial,0.704
719 ADAMS ST,Hoboken,0.904,Port Imperial,0.634,Port Imperial,0.634
719 MONROE ST,Hoboken,1.006,Port Imperial,0.775,Port Imperial,0.775
72 GARDEN ST,Hoboken,0.439,Pavonia/Newport,0.641,Hoboken,0.439
72 PARK AVE,Hoboken,0.488,Pavonia/Newport,0.649,Hoboken,0.488
720 CLINTON ST,Hoboken,0.876,Port Imperial,0.57,Port Imperial,0.57
720 GRAND ST,Hoboken,0.883,Port Imperial,0.608,Port Imperial,0.608
720 WILLOW AVE,Hoboken,0.826,Port Imperial,0.525,Port Imperial,0.525
721 MADISON ST,Hoboken,0.967,Port Imperial,0.734,Port Imperial,0.734
722 ADAMS ST,Hoboken,0.898,Port Imperial,0.665,Port Imperial,0.665
722 JEFFERSON ST,Hoboken,0.937,Port Imperial,0.702,Port Imperial,0.702
723 MADISON ST,Hoboken,0.968,Port Imperial,0.734,Port Imperial,0.734
723 WASHINGTON ST,Hoboken,0.668,Port Imperial,0.466,Port Imperial,0.466
723 WILLOW AVE,Hoboken,0.814,Port Imperial,0.513,Port Imperial,0.513
724 BLOOMFIELD ST,Hoboken,0.73,Port Imperial,0.449,Port Imperial,0.449
725 JEFFERSON ST,Hoboken,0.929,Port Imperial,0.692,Port Imperial,0.692
725 WASHINGTON ST,Hoboken,0.669,Port Imperial,0.465,Port Imperial,0.465
726 ADAMS ST,Hoboken,0.9,Port Imperial,0.663,Port Imperial,0.663
727 GARDEN ST,Hoboken,0.755,Port Imperial,0.462,Port Imperial,0.462
727 JEFFERSON ST,Hoboken,0.93,Port Imperial,0.691,Port Imperial,0.691
727 MONROE ST,Hoboken,1.009,Port Imperial,0.771,Port Imperial,0.771
727 WASHINGTON ST,Hoboken,0.67,Port Imperial,0.464,Port Imperial,0.464
728 BLOOMFIELD ST,Hoboken,0.738,Port Imperial,0.441,Port Imperial,0.441
728 GRAND ST,Hoboken,0.897,Port Imperial,0.595,Port Imperial,0.595
728 WILLOW AVE,Hoboken,0.793,Port Imperial,0.558,Port Imperial,0.558
729 MADISON ST,Hoboken,0.971,Port Imperial,0.731,Port Imperial,0.731
729 WASHINGTON ST,Hoboken,0.671,Port Imperial,0.462,Port Imperial,0.462
73 GARDEN ST,Hoboken,0.427,Pavonia/Newport,0.641,Hoboken,0.427
73 MADISON ST,Hoboken,0.776,Pavonia/Newport,0.789,Hoboken,0.776
731 CLINTON ST,Hoboken,0.855,Port Imperial,0.546,Port Imperial,0.546
734 ADAMS ST,Hoboken,0.904,Port Imperial,0.659,Port Imperial,0.659
736 GARDEN ST,Hoboken,0.734,Port Imperial,0.497,Port Imperial,0.497
737 GARDEN ST,Hoboken,0.727,Port Imperial,0.492,Port Imperial,0.492
738 WASHINGTON ST,Hoboken,0.726,Port Imperial,0.42,Port Imperial,0.42
739 BLOOMFIELD ST,Hoboken,0.701,Port Imperial,0.47,Port Imperial,0.47
74 GARDEN ST,Hoboken,0.438,Pavonia/Newport,0.643,Hoboken,0.438
74 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.797,Hoboken,0.787
74 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.827,Pavonia/Newport,0.827
740 WASHINGTON ST,Hoboken,0.729,Port Imperial,0.416,Port Imperial,0.416
741 PARK AVE,Hoboken,0.76,Port Imperial,0.515,Port Imperial,0.515
744 PARK AVE,Hoboken,0.77,Port Imperial,0.519,Port Imperial,0.519
75 GARDEN ST,Hoboken,0.427,Pavonia/Newport,0.643,Hoboken,0.427
75 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.765,Hoboken,0.726
76 JACKSON ST,Hoboken,0.888,Pavonia/Newport,0.867,Pavonia/Newport,0.867
77 GARDEN ST,Hoboken,0.427,Pavonia/Newport,0.645,Hoboken,0.427
77 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.767,Hoboken,0.726
77 RIVER ST,Hoboken,0.219,Pavonia/Newport,0.637,Hoboken,0.219
78 JACKSON ST,Hoboken,0.888,Pavonia/Newport,0.868,Pavonia/Newport,0.868
78 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.801,Hoboken,0.787
78 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.831,Pavonia/Newport,0.831
78-80 JACKSON ST,Newport,0.802,Pavonia/Newport,0.764,Pavonia/Newport,0.764
79 GARDEN ST,Hoboken,0.427,Pavonia/Newport,0.647,Hoboken,0.427
79 GRAND ST,Hoboken,0.626,Pavonia/Newport,0.73,Hoboken,0.626
79 MADISON ST,Hoboken,0.776,Pavonia/Newport,0.795,Hoboken,0.776
79 MONROE ST,Hoboken,0.826,Pavonia/Newport,0.824,Pavonia/Newport,0.824
80 BLOOMFIELD ST,Hoboken,0.387,Pavonia/Newport,0.628,Hoboken,0.387
80 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.803,Hoboken,0.787
80 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.833,Pavonia/Newport,0.833
80 PARK AVE,Hoboken,0.487,Pavonia/Newport,0.657,Hoboken,0.487
800 JACKSON ST,Hoboken,1.138,Port Imperial,0.77,Port Imperial,0.77
801 WILLOW AVE,Hoboken,0.836,Port Imperial,0.499,Port Imperial,0.499
803 WILLOW AVE,Hoboken,0.84,Port Imperial,0.489,Port Imperial,0.489
805 PARK AVE,Hoboken,0.815,Port Imperial,0.459,Port Imperial,0.459
805 WILLOW AVE,Hoboken,0.844,Port Imperial,0.485,Port Imperial,0.485
806 BLOOMFIELD ST,Hoboken,0.771,Port Imperial,0.408,Port Imperial,0.408
806 WASHINGTON ST,Hoboken,0.749,Port Imperial,0.39,Port Imperial,0.39
807 CLINTON ST,Hoboken,0.88,Port Imperial,0.522,Port Imperial,0.522
807 GARDEN ST,Hoboken,0.791,Port Imperial,0.426,Port Imperial,0.426
807 WASHINGTON ST,Hoboken,0.743,Port Imperial,0.379,Port Imperial,0.379
809 WILLOW AVE,Hoboken,0.852,Port Imperial,0.477,Port Imperial,0.477
81 ADAMS ST,Hoboken,0.676,Pavonia/Newport,0.749,Hoboken,0.676
81 GRAND ST,Hoboken,0.626,Pavonia/Newport,0.731,Hoboken,0.626
81 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.77,Hoboken,0.726
81 MADISON ST,Hoboken,0.776,Pavonia/Newport,0.797,Hoboken,0.776
81 MONROE ST,Hoboken,0.826,Pavonia/Newport,0.826,Hoboken,0.826
810 PARK AVE,Hoboken,0.833,Port Imperial,0.455,Port Imperial,0.455
810 WASHINGTON ST,Hoboken,0.757,Port Imperial,0.381,Port Imperial,0.381
811 WASHINGTON ST,Hoboken,0.752,Port Imperial,0.375,Port Imperial,0.375
811 WILLOW AVE,Hoboken,0.856,Port Imperial,0.473,Port Imperial,0.473
812 BLOOMFIELD ST,Hoboken,0.784,Port Imperial,0.395,Port Imperial,0.395
812 GARDEN ST,Hoboken,0.811,Port Imperial,0.42,Port Imperial,0.42
812 GRAND ST,Hoboken,0.934,Port Imperial,0.559,Port Imperial,0.559
812 WASHINGTON ST,Hoboken,0.762,Port Imperial,0.376,Port Imperial,0.376
813 PARK AVE,Hoboken,0.832,Port Imperial,0.443,Port Imperial,0.443
813 WASHINGTON ST,Hoboken,0.756,Port Imperial,0.37,Port Imperial,0.37
813 WILLOW AVE,Hoboken,0.862,Port Imperial,0.469,Port Imperial,0.469
814 WASHINGTON ST,Hoboken,0.766,Port Imperial,0.372,Port Imperial,0.372
814 WILLOW AVE,Hoboken,0.871,Port Imperial,0.483,Port Imperial,0.483
815 PARK AVE,Hoboken,0.836,Port Imperial,0.439,Port Imperial,0.439
815 WILLOW AVE,Hoboken,0.858,Port Imperial,0.479,Port Imperial,0.479
816 PARK AVE,Hoboken,0.845,Port Imperial,0.444,Port Imperial,0.444
816 WILLOW AVE,Hoboken,0.875,Port Imperial,0.48,Port Imperial,0.48
817 PARK AVE,Hoboken,0.84,Port Imperial,0.435,Port Imperial,0.435
818 JEFFERSON ST,Hoboken,0.993,Port Imperial,0.649,Port Imperial,0.649
818 WILLOW AVE,Hoboken,0.879,Port Imperial,0.476,Port Imperial,0.476
819 WASHINGTON ST,Hoboken,0.77,Port Imperial,0.356,Port Imperial,0.356
82 BLOOMFIELD ST,Hoboken,0.386,Pavonia/Newport,0.629,Hoboken,0.386
82 CLINTON ST,Hoboken,0.595,Pavonia/Newport,0.694,Hoboken,0.595
82 JACKSON ST,Hoboken,0.888,Pavonia/Newport,0.87,Pavonia/Newport,0.87
82 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.805,Hoboken,0.787
820 HUDSON ST,Hoboken,0.753,Port Imperial,0.348,Port Imperial,0.348
821 WASHINGTON ST,Hoboken,0.775,Port Imperial,0.351,Port Imperial,0.351
822 GARDEN ST,Hoboken,0.8,Port Imperial,0.429,Port Imperial,0.429
822 HUDSON ST,Hoboken,0.762,Port Imperial,0.339,Port Imperial,0.339
823 WASHINGTON ST,Hoboken,0.779,Port Imperial,0.346,Port Imperial,0.346
825 ADAMS ST,Hoboken,0.953,Port Imperial,0.597,Port Imperial,0.597
825 WASHINGTON ST,Hoboken,0.784,Port Imperial,0.342,Port Imperial,0.342
826 HUDSON ST,Hoboken,0.768,Port Imperial,0.329,Port Imperial,0.329
826 WASHINGTON ST,Hoboken,0.792,Port Imperial,0.345,Port Imperial,0.345
827 BLOOMFIELD ST,Hoboken,0.807,Port Imperial,0.359,Port Imperial,0.359
827 GARDEN ST,Hoboken,0.832,Port Imperial,0.385,Port Imperial,0.385
828 HUDSON ST,Hoboken,0.772,Port Imperial,0.325,Port Imperial,0.325
828 PARK AVE,Hoboken,0.869,Port Imperial,0.423,Port Imperial,0.423
828 WASHINGTON ST,Hoboken,0.797,Port Imperial,0.341,Port Imperial,0.341
829 GARDEN ST,Hoboken,0.836,Port Imperial,0.381,Port Imperial,0.381
829 WASHINGTON ST,Hoboken,0.793,Port Imperial,0.332,Port Imperial,0.332
829-831 HUDSON ST,Hoboken,1.088,Port Imperial,0.088,Port Imperial,0.088
83 GRAND ST,Hoboken,0.626,Pavonia/Newport,0.732,Hoboken,0.626
83 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.772,Hoboken,0.726
83 MADISON ST,Hoboken,0.776,Pavonia/Newport,0.799,Hoboken,0.776
83 MONROE ST,Hoboken,0.827,Pavonia/Newport,0.828,Hoboken,0.827
83-85 GRAND ST,Hoboken,0.855,Port Imperial,0.627,Port Imperial,0.627
83-85 JEFFERSON ST,Hoboken,0.768,Port Imperial,0.957,Hoboken,0.768
830 BLOOMFIELD ST,Hoboken,0.823,Port Imperial,0.357,Port Imperial,0.357
830 MONROE ST,Hoboken,1.074,Port Imperial,0.732,Port Imperial,0.732
830 PARK AVE,Hoboken,0.873,Port Imperial,0.419,Port Imperial,0.419
831 CLINTON ST,Hoboken,0.925,Port Imperial,0.484,Port Imperial,0.484
832 WASHINGTON ST,Hoboken,0.804,Port Imperial,0.338,Port Imperial,0.338
833 WILLOW AVE,Hoboken,0.887,Port Imperial,0.454,Port Imperial,0.454
834 BLOOMFIELD ST,Hoboken,0.781,Port Imperial,0.396,Port Imperial,0.396
836 PARK AVE,Hoboken,0.837,Port Imperial,0.451,Port Imperial,0.451
839 WILLOW AVE,Hoboken,0.891,Port Imperial,0.441,Port Imperial,0.441
84 ADAMS ST,Hoboken,0.687,Pavonia/Newport,0.757,Hoboken,0.687
84 BLOOMFIELD ST,Hoboken,0.386,Pavonia/Newport,0.631,Hoboken,0.386
84 JEFFERSON ST,Hoboken,0.737,Pavonia/Newport,0.78,Hoboken,0.737
84 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.836,Pavonia/Newport,0.836
84 WILLOW AVE,Hoboken,0.536,Pavonia/Newport,0.648,Hoboken,0.536
841 WILLOW AVE,Hoboken,0.9,Port Imperial,0.443,Port Imperial,0.443
849 GARDEN ST,Hoboken,0.811,Port Imperial,0.406,Port Imperial,0.406
85 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.774,Hoboken,0.726
86 CLINTON ST,Hoboken,0.586,Pavonia/Newport,0.722,Hoboken,0.586
86 GARDEN ST,Hoboken,0.438,Pavonia/Newport,0.671,Hoboken,0.438
86 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.838,Hoboken,0.838
87 JACKSON ST,Hoboken,0.877,Pavonia/Newport,0.866,Pavonia/Newport,0.866
87 JEFFERSON ST,Hoboken,0.726,Pavonia/Newport,0.776,Hoboken,0.726
87 PARK AVE,Hoboken,0.471,Pavonia/Newport,0.676,Hoboken,0.471
88 CLINTON ST,Hoboken,0.586,Pavonia/Newport,0.723,Hoboken,0.586
88 JEFFERSON ST,Hoboken,0.737,Pavonia/Newport,0.784,Hoboken,0.737
88 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.84,Hoboken,0.838
88 PARK AVE,Hoboken,0.488,Pavonia/Newport,0.68,Hoboken,0.488
89 GRAND ST,Hoboken,0.626,Pavonia/Newport,0.736,Hoboken,0.626
89 JEFFERSON ST,Hoboken,0.727,Pavonia/Newport,0.785,Hoboken,0.727
89 WILLOW AVE,Hoboken,0.52,Pavonia/Newport,0.691,Hoboken,0.52
89-91 PARK AVE,Hoboken,0.493,Pavonia/Newport,0.775,Hoboken,0.493
90 ADAMS ST,Hoboken,0.687,Pavonia/Newport,0.762,Hoboken,0.687
90 MADISON ST,Hoboken,0.787,Pavonia/Newport,0.813,Hoboken,0.787
90 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.842,Hoboken,0.838
900 BLOOMFIELD ST,Hoboken,0.839,Port Imperial,0.341,Port Imperial,0.341
900 GARDEN ST,Hoboken,0.862,Port Imperial,0.372,Port Imperial,0.372
901 BLOOMFIELD ST,Hoboken,0.832,Port Imperial,0.336,Port Imperial,0.336
901 GARDEN ST,Hoboken,0.856,Port Imperial,0.366,Port Imperial,0.366
901 HUDSON ST,Hoboken,0.789,Port Imperial,0.289,Port Imperial,0.289
901 MADISON ST,Hoboken,1.07,Port Imperial,0.646,Port Imperial,0.646
902 WILLOW AVE,Hoboken,0.921,Port Imperial,0.442,Port Imperial,0.442
903 GARDEN ST,Hoboken,0.86,Port Imperial,0.363,Port Imperial,0.363
903 WILLOW AVE,Hoboken,0.912,Port Imperial,0.429,Port Imperial,0.429
904 JEFFERSON ST,Hoboken,1.047,Port Imperial,0.609,Port Imperial,0.609
906 PARK AVE,Hoboken,0.902,Port Imperial,0.397,Port Imperial,0.397
906 WASHINGTON ST,Hoboken,0.831,Port Imperial,0.307,Port Imperial,0.307
907 GARDEN ST,Hoboken,0.869,Port Imperial,0.355,Port Imperial,0.355
907 WILLOW AVE,Hoboken,0.917,Port Imperial,0.424,Port Imperial,0.424
908 GARDEN ST,Hoboken,0.879,Port Imperial,0.357,Port Imperial,0.357
909 GARDEN ST,Hoboken,0.873,Port Imperial,0.351,Port Imperial,0.351
91 ADAMS ST,Hoboken,0.676,Pavonia/Newport,0.757,Hoboken,0.676
91 GARDEN ST,Hoboken,0.427,Pavonia/Newport,0.677,Hoboken,0.427
91 MONROE ST,Hoboken,0.82,Pavonia/Newport,0.827,Hoboken,0.82
910 WILLOW AVE,Hoboken,0.938,Port Imperial,0.43,Port Imperial,0.43
911 WILLOW AVE,Hoboken,0.929,Port Imperial,0.421,Port Imperial,0.421
912 PARK AVE,Hoboken,0.914,Port Imperial,0.387,Port Imperial,0.387
914 GARDEN ST,Hoboken,0.892,Port Imperial,0.347,Port Imperial,0.347
915 MADISON ST,Hoboken,1.078,Port Imperial,0.643,Port Imperial,0.643
916 PARK AVE,Hoboken,0.922,Port Imperial,0.381,Port Imperial,0.381
917 WILLOW AVE,Hoboken,0.931,Port Imperial,0.413,Port Imperial,0.413
919 PARK AVE,Hoboken,0.921,Port Imperial,0.37,Port Imperial,0.37
92 JEFFERSON ST,Hoboken,0.737,Pavonia/Newport,0.788,Hoboken,0.737
92 MONROE ST,Hoboken,0.839,Pavonia/Newport,0.847,Hoboken,0.839
920 HUDSON ST,Hoboken,0.842,Port Imperial,0.257,Port Imperial,0.257
920 JEFFERSON ST,Hoboken,1.076,Port Imperial,0.592,Port Imperial,0.592
921 GARDEN ST,Hoboken,0.899,Port Imperial,0.329,Port Imperial,0.329
921 MADISON ST,Hoboken,1.081,Port Imperial,0.642,Port Imperial,0.642
921 WILLOW AVE,Hoboken,0.939,Port Imperial,0.407,Port Imperial,0.407
924 GARDEN ST,Hoboken,0.914,Port Imperial,0.33,Port Imperial,0.33
924 JEFFERSON ST,Hoboken,1.076,Port Imperial,0.592,Port Imperial,0.592
924 WILLOW AVE,Hoboken,0.967,Port Imperial,0.41,Port Imperial,0.41
926 GARDEN ST,Hoboken,0.918,Port Imperial,0.327,Port Imperial,0.327
926 WILLOW AVE,Hoboken,0.971,Port Imperial,0.408,Port Imperial,0.408
927 HUDSON ST,Hoboken,0.846,Port Imperial,0.232,Port Imperial,0.232
928 GARDEN ST,Hoboken,0.923,Port Imperial,0.324,Port Imperial,0.324
928 WILLOW AVE,Hoboken,0.975,Port Imperial,0.405,Port Imperial,0.405
929 GARDEN ST,Hoboken,0.917,Port Imperial,0.315,Port Imperial,0.315
93 ADAMS ST,Hoboken,0.676,Pavonia/Newport,0.759,Hoboken,0.676
93 GARDEN ST,Hoboken,0.427,Pavonia/Newport,0.679,Hoboken,0.427
93 GRAND ST,Hoboken,0.625,Pavonia/Newport,0.736,Hoboken,0.625
930 JEFFERSON ST,Hoboken,1.078,Port Imperial,0.591,Port Imperial,0.591
930 PARK AVE,Hoboken,0.951,Port Imperial,0.361,Port Imperial,0.361
931 HUDSON ST,Hoboken,0.851,Port Imperial,0.226,Port Imperial,0.226
931 PARK AVE,Hoboken,0.945,Port Imperial,0.352,Port Imperial,0.352
931 WILLOW AVE,Hoboken,0.96,Port Imperial,0.391,Port Imperial,0.391
933 GARDEN ST,Hoboken,0.88,Port Imperial,0.345,Port Imperial,0.345
933 HUDSON ST,Hoboken,0.858,Port Imperial,0.22,Port Imperial,0.22
933 WILLOW AVE,Hoboken,0.965,Port Imperial,0.388,Port Imperial,0.388
937 WASHINGTON ST,Hoboken,0.84,Port Imperial,0.289,Port Imperial,0.289
938 HUDSON ST,Hoboken,0.87,Port Imperial,0.222,Port Imperial,0.222
94 CLINTON ST,Hoboken,0.589,Pavonia/Newport,0.728,Hoboken,0.589
94 MONROE ST,Hoboken,0.838,Pavonia/Newport,0.846,Hoboken,0.838
940 BLOOMFIELD ST,Hoboken,0.866,Port Imperial,0.316,Port Imperial,0.316
95 GARDEN ST,Hoboken,0.427,Pavonia/Newport,0.682,Hoboken,0.427
95 WILLOW AVE,Hoboken,0.524,Pavonia/Newport,0.703,Hoboken,0.524
98 ADAMS ST,Hoboken,0.687,Pavonia/Newport,0.769,Hoboken,0.687
98 PARK AVE,Hoboken,0.489,Pavonia/Newport,0.696,Hoboken,0.489
99 GARDEN ST,Hoboken,0.427,Pavonia/Newport,0.688,Hoboken,0.427
99 PARK AVE,Hoboken,0.475,Pavonia/Newport,0.694,Hoboken,0.475
1301 ADAMS ST,Hoboken,1.274,Port Imperial,0.481,Port Imperial,0.481
